ticker,event_date,event_type,severity,title,description,source,source_url,fetch_time,confidence_raw,notes,source_category,source_name,evidence_status,raw_list_type
PTL,2026-04-22,DISCLOSURE_VIOLATION,medium,Công ty Cổ phần Victory Group,Chậm giải trình BCTC năm 2025.,hose:disclosure_violation_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1,2026-06-05T04:42:52+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=DISCLOSURE_VIOLATION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:disclosure_violation_list,POSITIVE_CONTROL_CONFIRMED,DISCLOSURE_VIOLATION_LIST
TCD,2026-04-22,DISCLOSURE_VIOLATION,medium,Công ty Cổ phần Tập đoàn Xây dựng Tracodi,Chậm công bố thông tin Báo cáo thường niên năm 2025.,hose:disclosure_violation_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1,2026-06-05T04:42:52+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=DISCLOSURE_VIOLATION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:disclosure_violation_list,POSITIVE_CONTROL_CONFIRMED,DISCLOSURE_VIOLATION_LIST
VMD,2026-04-22,DISCLOSURE_VIOLATION,medium,Công ty Cổ phần Y Dược phẩm Vimedimex,Chậm công bố thông tin Báo cáo thường niên năm 2025.,hose:disclosure_violation_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1,2026-06-05T04:42:52+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=DISCLOSURE_VIOLATION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:disclosure_violation_list,POSITIVE_CONTROL_CONFIRMED,DISCLOSURE_VIOLATION_LIST
VNE,2026-04-21,DISCLOSURE_VIOLATION,medium,Tổng Công ty Cổ phần Xây dựng Điện Việt Nam,Chậm công bố thông tin Báo cáo thường niên năm 2025.,hose:disclosure_violation_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1,2026-06-05T04:42:52+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=DISCLOSURE_VIOLATION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:disclosure_violation_list,POSITIVE_CONTROL_CONFIRMED,DISCLOSURE_VIOLATION_LIST
ABR,2026-04-16,DISCLOSURE_VIOLATION,medium,Công ty Cổ phần Đầu tư Nhãn hiệu Việt,Nhắc nhở chậm công bố thông tin.,hose:disclosure_violation_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1,2026-06-05T04:42:52+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=DISCLOSURE_VIOLATION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:disclosure_violation_list,POSITIVE_CONTROL_CONFIRMED,DISCLOSURE_VIOLATION_LIST
SBV,2026-04-16,DISCLOSURE_VIOLATION,medium,Công ty Cổ phần Siam Brothers Việt Nam,Chậm công bố thông tin BCTC riêng kiểm toán năm 2025 so với ngày ký kiểm toán.,hose:disclosure_violation_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1,2026-06-05T04:42:52+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=DISCLOSURE_VIOLATION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:disclosure_violation_list,POSITIVE_CONTROL_CONFIRMED,DISCLOSURE_VIOLATION_LIST
VMD,2026-04-15,DISCLOSURE_VIOLATION,medium,Công ty Cổ phần Y Dược phẩm Vimedimex,Chậm giải trình BCTC kiểm toán năm 2025.,hose:disclosure_violation_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1,2026-06-05T04:42:52+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=DISCLOSURE_VIOLATION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:disclosure_violation_list,POSITIVE_CONTROL_CONFIRMED,DISCLOSURE_VIOLATION_LIST
AAT,2026-04-07,DISCLOSURE_VIOLATION,medium,Công ty Cổ phần Tập đoàn Tiên Sơn Thanh Hóa,Chậm công bố thông tin giải trình BCTC năm 2025.,hose:disclosure_violation_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1,2026-06-05T04:42:52+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=DISCLOSURE_VIOLATION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:disclosure_violation_list,POSITIVE_CONTROL_CONFIRMED,DISCLOSURE_VIOLATION_LIST
APG,2026-04-02,AUDIT_QUALIFIED_OPINION,high,Công ty Cổ phần Chứng khoán APG,Chậm công bố thông tin giải trình ý kiến ngoại trừ đối với Báo cáo tài chính năm 2025.,hose:disclosure_violation_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1,2026-06-05T04:42:52+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=DISCLOSURE_VIOLATION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:disclosure_violation_list,POSITIVE_CONTROL_CONFIRMED,DISCLOSURE_VIOLATION_LIST
PTL,2026-04-02,DISCLOSURE_VIOLATION,medium,Công ty Cổ phần Victory Group,Chậm công bố thông tin BCTC kiểm toán năm 2025.,hose:disclosure_violation_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1,2026-06-05T04:42:52+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=DISCLOSURE_VIOLATION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:disclosure_violation_list,POSITIVE_CONTROL_CONFIRMED,DISCLOSURE_VIOLATION_LIST
VMD,2026-04-02,DISCLOSURE_VIOLATION,medium,Công ty Cổ phần Y Dược phẩm Vimedimex,Chậm công bố thông tin BCTC kiểm toán năm 2025.,hose:disclosure_violation_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1,2026-06-05T04:42:52+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=DISCLOSURE_VIOLATION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:disclosure_violation_list,POSITIVE_CONTROL_CONFIRMED,DISCLOSURE_VIOLATION_LIST
VNE,2026-04-02,DISCLOSURE_VIOLATION,medium,Tổng Công ty Cổ phần Xây dựng Điện Việt Nam,Chậm công bố thông tin BCTC kiểm toán năm 2025.,hose:disclosure_violation_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1,2026-06-05T04:42:52+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=DISCLOSURE_VIOLATION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:disclosure_violation_list,POSITIVE_CONTROL_CONFIRMED,DISCLOSURE_VIOLATION_LIST
YBM,2026-04-02,AUDIT_QUALIFIED_OPINION,high,Công ty Cổ phần YBM,Chậm công bố thông tin giải trình ý kiến ngoại trừ đối với Báo cáo tài chính năm 2025.,hose:disclosure_violation_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1,2026-06-05T04:42:52+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=DISCLOSURE_VIOLATION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:disclosure_violation_list,POSITIVE_CONTROL_CONFIRMED,DISCLOSURE_VIOLATION_LIST
ASM,2026-04-01,DISCLOSURE_VIOLATION,medium,Công ty Cổ phần Tập đoàn Sao Mai,Chậm công bố thông tin giải trình số liệu BCTC năm 2025.,hose:disclosure_violation_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1,2026-06-05T04:42:52+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=DISCLOSURE_VIOLATION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:disclosure_violation_list,POSITIVE_CONTROL_CONFIRMED,DISCLOSURE_VIOLATION_LIST
DGC,2026-04-01,DISCLOSURE_VIOLATION,medium,Công ty Cổ phần Tập đoàn Hóa chất Đức Giang,Chậm công bố thông tin BCTC kiểm toán năm 2025.,hose:disclosure_violation_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1,2026-06-05T04:42:52+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=DISCLOSURE_VIOLATION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:disclosure_violation_list,POSITIVE_CONTROL_CONFIRMED,DISCLOSURE_VIOLATION_LIST
DRH,2026-04-01,DISCLOSURE_VIOLATION,medium,Công ty Cổ phần DRH Holdings,Chậm công bố thông tin BCTC kiểm toán năm 2025.,hose:disclosure_violation_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1,2026-06-05T04:42:52+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=DISCLOSURE_VIOLATION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:disclosure_violation_list,POSITIVE_CONTROL_CONFIRMED,DISCLOSURE_VIOLATION_LIST
SBV,2026-04-01,DISCLOSURE_VIOLATION,medium,Công ty Cổ phần Siam Brothers Việt Nam,Chậm công bố thông tin BCTC kiểm toán năm 2025.,hose:disclosure_violation_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1,2026-06-05T04:42:52+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=DISCLOSURE_VIOLATION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:disclosure_violation_list,POSITIVE_CONTROL_CONFIRMED,DISCLOSURE_VIOLATION_LIST
YBM,2026-03-12,DISCLOSURE_VIOLATION,medium,Công ty Cổ phần YBM,Chậm công bố thông tin báo cáo kết quả chào bán cổ phiếu ra công chúng.,hose:disclosure_violation_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1,2026-06-05T04:42:52+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=DISCLOSURE_VIOLATION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:disclosure_violation_list,POSITIVE_CONTROL_CONFIRMED,DISCLOSURE_VIOLATION_LIST
BCG,2026-02-03,DISCLOSURE_VIOLATION,medium,Công ty Cổ phần Tập đoàn Bamboo Capital,Nhắc nhở chậm nộp BCTC quý 4.2025.,hose:disclosure_violation_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1,2026-06-05T04:42:52+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=DISCLOSURE_VIOLATION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:disclosure_violation_list,POSITIVE_CONTROL_CONFIRMED,DISCLOSURE_VIOLATION_LIST
TCD,2026-02-03,DISCLOSURE_VIOLATION,medium,Công ty Cổ phần Tập đoàn Xây dựng Tracodi,Nhắc nhở chậm nộp BCTC quý 4.2025.,hose:disclosure_violation_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1,2026-06-05T04:42:52+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=DISCLOSURE_VIOLATION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:disclosure_violation_list,POSITIVE_CONTROL_CONFIRMED,DISCLOSURE_VIOLATION_LIST
VMD,2026-02-03,DISCLOSURE_VIOLATION,medium,Công ty Cổ phần Y Dược phẩm Vimedimex,"Nhắc nhở chậm công bố Quyết định thu hồi Giấy chứng nhận đủ điều kiện kinh doanh dược. Nhắc nhở chậm báo cáo, công bố BCTC quý 4/2025, Báo cáo tình hình quản trị công ty năm 2025, Bảng cung cấp thông tin về quản trị công ty năm 2025.",hose:disclosure_violation_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1,2026-06-05T04:42:52+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=DISCLOSURE_VIOLATION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:disclosure_violation_list,POSITIVE_CONTROL_CONFIRMED,DISCLOSURE_VIOLATION_LIST
SBV,2026-01-13,DISCLOSURE_VIOLATION,medium,Công ty Cổ phần Siam Brothers Việt Nam,Chậm công bố thông tin thay đổi số lượng cổ phiếu có quyền biểu quyết.,hose:disclosure_violation_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1,2026-06-05T04:42:52+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=DISCLOSURE_VIOLATION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:disclosure_violation_list,POSITIVE_CONTROL_CONFIRMED,DISCLOSURE_VIOLATION_LIST
APG,2026-04-09,SSC_SANCTION,high,Công ty Cổ phần Chứng khoán APG,Quyết định số 185/QĐ-XPHC ngày 09/04/2026 của Ủy ban Chứng khoán Nhà nước về việc xử phạt vi phạm hành chính.,hose:ssc_sanction_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=2,2026-06-05T04:42:57+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=SSC_SANCTION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:ssc_sanction_list,POSITIVE_CONTROL_CONFIRMED,SSC_SANCTION_LIST
TCX,2026-02-13,SSC_SANCTION,high,Công ty Cổ phần Chứng khoán Kỹ Thương,Quyết định số 135/QĐ-XPHC ngày 13/02/2026 của Ủy ban Chứng khoán Nhà nước về việc xử phạt vi phạm hành chính.,hose:ssc_sanction_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=2,2026-06-05T04:42:57+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=SSC_SANCTION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:ssc_sanction_list,POSITIVE_CONTROL_CONFIRMED,SSC_SANCTION_LIST
DSC,2026-02-04,SSC_SANCTION,high,Công ty Cổ phần Chứng khoán DSC,Quyết định số 90/QĐ-XPHC ngày 04/02/2026 của Ủy ban Chứng khoán Nhà nước về việc xử phạt vi phạm hành chính.,hose:ssc_sanction_list,https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=2,2026-06-05T04:42:57+00:00,high,evidence_status=POSITIVE_CONTROL_CONFIRMED; raw_list_type=SSC_SANCTION_LIST; parsed from official/public status list; no disclosure fact fabricated,hose,hose:ssc_sanction_list,POSITIVE_CONTROL_CONFIRMED,SSC_SANCTION_LIST
VCB,2026-06-05,NO_MATERIAL_DISCLOSURE_FOUND_SOURCE_CHECKED,unknown,"Not found in parsed WARNING_LIST, Not found in parsed CONTROL_LIST, Not found in parsed TRADING_SUSPENSION_LIST, Not found in parsed TRADING_RESTRICTION_LIST, Not found in parsed DISCLOSURE_VIOLATION_LIST, Not found in parsed LATE_FINANCIAL_REPORT_LIST, Not found in parsed SSC_SANCTION_LIST",,"hose:warning_list, hose:control_list, hose:trading_suspension_list, hose:trading_restriction_list, hose:disclosure_violation_list, hose:late_financial_report_list, hose:ssc_sanction_list","https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=33, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=34, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=35, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=37, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=38, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=47, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=48, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=49, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=50, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=51, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=52, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=53, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=57, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=54, https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1, https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=2",2026-06-05T04:42:57+00:00,medium,"evidence_status=SOURCE_CHECKED_NOT_FOUND; raw_list_type=WARNING_LIST; Absence from parsed list is not a guarantee of clean disclosure; it only means this ticker was not found in this parsed source/list., evidence_status=SOURCE_CHECKED_NOT_FOUND; raw_list_type=CONTROL_LIST; Absence from parsed list is not a guarantee of clean disclosure; it only means this ticker was not found in this parsed source/list., evidence_status=SOURCE_CHECKED_NOT_FOUND; raw_list_type=TRADING_SUSPENSION_LIST; Absence from parsed list is not a guarantee of clean disclosure; it only means this ticker was not found in this parsed source/list., evidence_status=SOURCE_CHECKED_NOT_FOUND; raw_list_type=TRADING_RESTRICTION_LIST; Absence from parsed list is not a guarantee of clean disclosure; it only means this ticker was not found in this parsed source/list., evidence_status=SOURCE_CHECKED_NOT_FOUND; raw_list_type=DISCLOSURE_VIOLATION_LIST; Absence from parsed list is not a guarantee of clean disclosure; it only means this ticker was not found in this parsed source/list., evidence_status=SOURCE_CHECKED_NOT_FOUND; raw_list_type=LATE_FINANCIAL_REPORT_LIST; Absence from parsed list is not a guarantee of clean disclosure; it only means this ticker was not found in this parsed source/list., evidence_status=SOURCE_CHECKED_NOT_FOUND; raw_list_type=SSC_SANCTION_LIST; Absence from parsed list is not a guarantee of clean disclosure; it only means this ticker was not found in this parsed source/list.",hose,"hose:warning_list, hose:control_list, hose:trading_suspension_list, hose:trading_restriction_list, hose:disclosure_violation_list, hose:late_financial_report_list, hose:ssc_sanction_list",SOURCE_CHECKED_NOT_FOUND,"WARNING_LIST, CONTROL_LIST, TRADING_SUSPENSION_LIST, TRADING_RESTRICTION_LIST, DISCLOSURE_VIOLATION_LIST, LATE_FINANCIAL_REPORT_LIST, SSC_SANCTION_LIST"
BID,2026-06-05,NO_MATERIAL_DISCLOSURE_FOUND_SOURCE_CHECKED,unknown,"Not found in parsed WARNING_LIST, Not found in parsed CONTROL_LIST, Not found in parsed TRADING_SUSPENSION_LIST, Not found in parsed TRADING_RESTRICTION_LIST, Not found in parsed DISCLOSURE_VIOLATION_LIST, Not found in parsed LATE_FINANCIAL_REPORT_LIST, Not found in parsed SSC_SANCTION_LIST",,"hose:warning_list, hose:control_list, hose:trading_suspension_list, hose:trading_restriction_list, hose:disclosure_violation_list, hose:late_financial_report_list, hose:ssc_sanction_list","https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=33, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=34, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=35, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=37, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=38, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=47, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=48, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=49, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=50, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=51, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=52, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=53, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=57, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=54, https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1, https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=2",2026-06-05T04:42:57+00:00,medium,"evidence_status=SOURCE_CHECKED_NOT_FOUND; raw_list_type=WARNING_LIST; Absence from parsed list is not a guarantee of clean disclosure; it only means this ticker was not found in this parsed source/list., evidence_status=SOURCE_CHECKED_NOT_FOUND; raw_list_type=CONTROL_LIST; Absence from parsed list is not a guarantee of clean disclosure; it only means this ticker was not found in this parsed source/list., evidence_status=SOURCE_CHECKED_NOT_FOUND; raw_list_type=TRADING_SUSPENSION_LIST; Absence from parsed list is not a guarantee of clean disclosure; it only means this ticker was not found in this parsed source/list., evidence_status=SOURCE_CHECKED_NOT_FOUND; raw_list_type=TRADING_RESTRICTION_LIST; Absence from parsed list is not a guarantee of clean disclosure; it only means this ticker was not found in this parsed source/list., evidence_status=SOURCE_CHECKED_NOT_FOUND; raw_list_type=DISCLOSURE_VIOLATION_LIST; Absence from parsed list is not a guarantee of clean disclosure; it only means this ticker was not found in this parsed source/list., evidence_status=SOURCE_CHECKED_NOT_FOUND; raw_list_type=LATE_FINANCIAL_REPORT_LIST; Absence from parsed list is not a guarantee of clean disclosure; it only means this ticker was not found in this parsed source/list., evidence_status=SOURCE_CHECKED_NOT_FOUND; raw_list_type=SSC_SANCTION_LIST; Absence from parsed list is not a guarantee of clean disclosure; it only means this ticker was not found in this parsed source/list.",hose,"hose:warning_list, hose:control_list, hose:trading_suspension_list, hose:trading_restriction_list, hose:disclosure_violation_list, hose:late_financial_report_list, hose:ssc_sanction_list",SOURCE_CHECKED_NOT_FOUND,"WARNING_LIST, CONTROL_LIST, TRADING_SUSPENSION_LIST, TRADING_RESTRICTION_LIST, DISCLOSURE_VIOLATION_LIST, LATE_FINANCIAL_REPORT_LIST, SSC_SANCTION_LIST"
CTG,2026-06-05,NO_MATERIAL_DISCLOSURE_FOUND_SOURCE_CHECKED,unknown,"Not found in parsed WARNING_LIST, Not found in parsed CONTROL_LIST, Not found in parsed TRADING_SUSPENSION_LIST, Not found in parsed TRADING_RESTRICTION_LIST, Not found in parsed DISCLOSURE_VIOLATION_LIST, Not found in parsed LATE_FINANCIAL_REPORT_LIST, Not found in parsed SSC_SANCTION_LIST",,"hose:warning_list, hose:control_list, hose:trading_suspension_list, hose:trading_restriction_list, hose:disclosure_violation_list, hose:late_financial_report_list, hose:ssc_sanction_list","https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=33, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=34, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=35, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=37, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=38, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=47, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=48, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=49, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=50, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=51, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=52, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=53, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=57, https://api.hsx.vn/l/api/v1/1/securities/stock-status?pageIndex=1&pageSize=500&statusListId=54, https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=1, https://api.hsx.vn/l/api/v1/1/securities/violating?pageIndex=1&pageSize=500&year=2026&regType=2",2026-06-05T04:42:57+00:00,medium,"evidence_status=SOURCE_CHECKED_NOT_FOUND; raw_list_type=WARNING_LIST; Absence from parsed list is not a guarantee of clean disclosure; it only means this ticker was not found in this parsed source/list., evidence_status=SOURCE_CHECKED_NOT_FOUND; raw_list_type=CONTROL_LIST; Absence from parsed list is not a guarantee of clean disclosure; it only means this ticker was not found in this parsed source/list., evidence_status=SOURCE_CHECKED_NOT_FOUND; raw_list_type=TRADING_SUSPENSION_LIST; Absence from parsed list is not a guarantee of clean disclosure; it only means this ticker was not found in this parsed source/list., evidence_status=SOURCE_CHECKED_NOT_FOUND; raw_list_type=TRADING_RESTRICTION_LIST; Absence from parsed list is not a guarantee of clean disclosure; it only means this ticker was not found in this parsed source/list., evidence_status=SOURCE_CHECKED_NOT_FOUND; raw_list_type=DISCLOSURE_VIOLATION_LIST; Absence from parsed list is not a guarantee of clean disclosure; it only means this ticker was not found in this parsed source/list., evidence_status=SOURCE_CHECKED_NOT_FOUND; raw_list_type=LATE_FINANCIAL_REPORT_LIST; Absence from parsed list is not a guarantee of clean disclosure; it only means this ticker was not found in this parsed source/list., evidence_status=SOURCE_CHECKED_NOT_FOUND; raw_list_type=SSC_SANCTION_LIST; Absence from parsed list is not a guarantee of clean disclosure; it only means this ticker was not found in this parsed source/list.",hose,"hose:warning_list, hose:control_list, hose:trading_suspension_list, hose:trading_restriction_list, hose:disclosure_violation_list, hose:late_financial_report_list, hose:ssc_sanction_list",SOURCE_CHECKED_NOT_FOUND,"WARNING_LIST, CONTROL_LIST, TRADING_SUSPENSION_LIST, TRADING_RESTRICTION_LIST, DISCLOSURE_VIOLATION_LIST, LATE_FINANCIAL_REPORT_LIST, SSC_SANCTION_LIST"
